FDID,inc_date,inc_number,address,total_lost,total_acres_burned,equipment_involved_in_ignition,total_injuries,total_deaths,year
27555, 05/04/2020,0002076,511  CARPENTERIA RD AROMAS_MOCO 95004,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
42555, 05/05/2020,209308,2700 N Mesa Verde RD Solvang 93460,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
42035, 05/05/2020,209308,2700 N Mesa Verde RD Solvang 93460,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
19105, 05/06/2020,1195,03748 N WRIGHTWOOD DR STUDIO CITY 91604,100.0,0.0,211 - Electrical power (utility) line.,0,0,2020
3555, 05/06/2020,0012563,23505  HY 49  PLYMOUTH_UNINCORPORA 95669,0.0,0.2,211 - Electrical power (utility) line.,0,0,2020
15010, 05/06/2020,2018115,13351  ELK HILLS RD KC 93268,2.0,0.1,211 - Electrical power (utility) line.,0,0,2020
16015, 05/08/2020,001599,  33 HWY Avenal 93204,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
9555, 05/08/2020,0012772,4360  MARBLE MOUNTAIN RD EL_DORADO_HILLS 95762,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
17020, 05/09/2020,0965,6915  Soda Bay Road  Kelseyville 95451,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
17555, 05/09/2020,0006874,6915  SODA BAY RD Kelseyville 95451,0.0,0.01,211 - Electrical power (utility) line.,0,0,2020
16015, 05/12/2020,001659,12971  IDAHO AVE Hanford 93230,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
44555, 05/12/2020,0002782,  PORTOLA STATE PARK RD/ALPINE R  SARATOGA_NORTH 94020,0.0,0.01,211 - Electrical power (utility) line.,0,0,2020
54555, 05/13/2020,0000179,28801  WORTH DR Porterville 93257,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
33054, 05/15/2020,0060600,  MEYER DR  Moreno Valley 92518,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
48015, 05/16/2020,0000898,6426  HAY RD Vacaville 95688,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
33070, 05/16/2020,0061049,  W 4TH ST/NAVAJO RD  Perris 92570,0.0,0.2,211 - Electrical power (utility) line.,0,0,2020
27155, 05/17/2020,0002280,  Julius st  KING_CITY 93954,0.0,21.9,211 - Electrical power (utility) line.,0,0,2020
35010, 05/19/2020,01676,455  LINE ST Hollister 95023,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
27555, 05/19/2020,0002322,  AGUAJITO RD  CARMEL_HILL 93923,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
15555, 05/20/2020,2020141,27832  33 HWY fellows 93268,2.0,0.01,211 - Electrical power (utility) line.,0,0,2020
16555, 05/23/2020,0006845,  25TH AVE  KETTLEMAN_CITY 93239,0.0,43.0,211 - Electrical power (utility) line.,0,0,2020
48015, 05/25/2020,0000962,7800  BATAVIA RD Dixon 95620,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
36555, 05/25/2020,0006915,601 E IRVING  BIG_BEAR_LAKE_AREA 92314,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
20015, 05/29/2020,0010936,12667  RD 24  Madera 93637,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
34090, 05/29/2020,0083330,6610  24th ST North Highlands 95660,0.0,0.01,211 - Electrical power (utility) line.,0,0,2020
14555, 05/30/2020,0007183,29  QUAIL LN BISHOP_FIRE_DISTRICT 93514,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
13025, 05/31/2020,2580,10320  COACHELLA CANAL RD Niland 92257,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
33090, 06/01/2020,0068042,19558  CHUCKWALLA TRL Desert Hot Springs 92241,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
37130, 06/02/2020,0007798,1621  LILAC RD Ramona 92065,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
40555, 06/02/2020,0006762,1725  LITTLE MORRO CREEK RD MB_CO 93442,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
15010, 06/02/2020,2022175,  BRECKENRIDGE RD KC 93306,2.0,5.3,211 - Electrical power (utility) line.,0,0,2020
39125, 06/03/2020,339,14239 E Sargent RD LODI 95240,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
43080, 06/03/2020,1550043,116000  PUTTER WAY LOS ALTOS 94024,0.0,0.05,211 - Electrical power (utility) line.,0,0,2020
27555, 06/03/2020,0002609,51830  BRADLEY LOCKWOOD RD Lockwood 93426,0.0,0.4,211 - Electrical power (utility) line.,0,0,2020
34090, 06/05/2020,0087350,6133 W 4th ST Rio Linda 95673,0.0,0.25,211 - Electrical power (utility) line.,0,0,2020
34015, 06/06/2020,58,13785  Sutter Island RD Courtland 95615,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
34090, 06/06/2020,0087883,  Calvine RD Sacramento 95829,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
28555, 06/06/2020,0008441,3201  SAGE CANYON RD CAPELL_VALLEY 94574,2000.0,0.2,211 - Electrical power (utility) line.,0,0,2020
19555, 06/07/2020,0166574,31350  CASTAIC  CASTAIC 000000000,37.0,0.41,211 - Electrical power (utility) line.,0,0,2020
19110, 06/07/2020,0166574,31350  CASTAIC  CASTAIC 000000000,37.0,0.41,211 - Electrical power (utility) line.,0,0,2020
40555, 06/08/2020,0007021,  CAMP SLO BLDG 1401  CAMP_SLO 93405,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
33090, 06/09/2020,0071820,  DIAMOND AV/DILLON RD  Desert Hot Springs 92241,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
40555, 06/09/2020,0007099,  N HWY 1/TORO CREEK RD  MB_CO 93442,0.0,2.0,211 - Electrical power (utility) line.,0,0,2020
22555, 06/10/2020,0011855,3966  BEN HUR RD MORMON_BAR 95338,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
11065, 06/11/2020,0006063,    Willows 95988,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
52030, 06/11/2020,0006071,25433  SOUTH AVE Vina 96021,50.0,0.1,211 - Electrical power (utility) line.,0,0,2020
15010, 06/12/2020,2023755,  33 HWY KC 93249,2.0,0.15,211 - Electrical power (utility) line.,0,0,2020
33555, 06/14/2020,0074006,34943  MURILLO RD  Winchester 92596,0.0,7.0,211 - Electrical power (utility) line.,0,0,2020
31555, 06/15/2020,0012970,  RIOSA RD/THOUSAND OAKS DR  PCF_THERMOLANDS 95648,7000.0,4.5,211 - Electrical power (utility) line.,0,0,2020
49555, 06/15/2020,0008976,4255  ADOBE RD Penngrove 94954,0.0,0.3,211 - Electrical power (utility) line.,0,0,2020
31555, 06/15/2020,0012972,2166  SWETZER RD PENRYN_FD 95663,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
33054, 06/15/2020,0074180,21924  ALESSANDRO  Moreno Valley 92553,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
28555, 06/16/2020,0009056,  SUNSET DR/HOWELL MOUNTAIN RD  Angwin 94508,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
10032, 06/18/2020,0008393,1345  S RIVERBEND AVE  Sanger 93657,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
7555, 06/19/2020,0004223,  Fire Trail 52-64  SOUTH_BRENTWOOD 94514,0.0,9.0,211 - Electrical power (utility) line.,0,0,2020
4035, 06/20/2020,0006966,1037  Central House RD Honcut 95966,0.0,89.0,211 - Electrical power (utility) line.,0,0,2020
33555, 06/20/2020,0076739,  ALICANTE AV/TARRAGONA DR  Jurupa Valley 92509,0.0,0.2,211 - Electrical power (utility) line.,0,0,2020
12555, 06/22/2020,0005300,  Bull Creek Rd  Weott 95571,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
27555, 06/22/2020,0002986,Dead Man   RD SAN_ARDO 93450,0.0,348.0,211 - Electrical power (utility) line.,0,0,2020
13025, 06/23/2020,3047,  NELSON PIT RD Holtville (CCD) 92250,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
13030, 06/23/2020,467,3300 E Evan Hewes HWY Holtville 92250,2000.0,1.0,211 - Electrical power (utility) line.,0,0,2020
40555, 06/23/2020,0007813,2990  DAIRY CREEK RD SLO_CO 93405,0.0,3.0,211 - Electrical power (utility) line.,0,0,2020
52555, 06/24/2020,0006543,19860  LIVE OAK RD WRB 96080,400.0,2.0,211 - Electrical power (utility) line.,0,0,2020
7060, 06/24/2020,0063491,  Camino Pablo  Orinda ORI,0.0,0.25,211 - Electrical power (utility) line.,0,0,2020
30065, 06/25/2020,0071457,1452  KENNETH DR TUSTIN UNC 92780,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
10555, 06/25/2020,0008870,  OIL CITY RD/SHELL RD  Coalinga 93210,0.0,0.2,211 - Electrical power (utility) line.,0,0,2020
36194, 06/26/2020,0008571,31588  ALTA VISTA DR YUCAIPA_CITY 92373,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
15555, 06/27/2020,2026559,     ,2.0,2.6,211 - Electrical power (utility) line.,0,0,2020
49555, 06/27/2020,0009792,500  MECHAM RD Cotati 94952,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
47555, 06/27/2020,0004678,4636 E Butte Valley Road  Macdoel 96023,350000.0,3.0,211 - Electrical power (utility) line.,0,0,2020
21055, 06/29/2020,02942,158  HAMILTON DR Novato 94947,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
39065, 06/30/2020,22746,  Shimizu DR Stockton 95203,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
15555, 06/30/2020,2027060,  Oilfield RD Bakersfield 93308,2.0,1.6,211 - Electrical power (utility) line.,0,0,2020
40080, 07/02/2020,0008316,  TRUESDALE RD/CLARK RD  SHAN_CO 93461,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
34555, 07/03/2020,0019138,13799 BL  MEISS RD SACRAMENTO_COUNTY 95683,3500.0,17.0,211 - Electrical power (utility) line.,0,0,2020
33054, 07/03/2020,0082783,24788  EUCALYPTUS AVE Moreno Valley 92553,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
20015, 07/05/2020,0014157,36835  FRANKLIN AVE BONADELLE 93636,50.0,1.0,211 - Electrical power (utility) line.,0,0,2020
15010, 07/05/2020,2028039,2600  Harmony DR BAKERSFIELD 93306,2.0,0.01,211 - Electrical power (utility) line.,0,0,2020
41555, 07/05/2020,0004077,1659  Yorktown RD THE_HIGHLANDS 94402,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
17555, 07/05/2020,0010422,9501  WILDCAT RD Kelseyville 95451,1000.0,0.2,211 - Electrical power (utility) line.,0,0,2020
19110, 07/06/2020,0199084,  SWAN DR Palmdale 93550,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
54050, 07/07/2020,06650,06400  A408 AVE Dinuba 93618,200.0,0.0,211 - Electrical power (utility) line.,0,0,2020
12060, 07/09/2020,872,MP447  Newburg  FORTUNA 955409554,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
12555, 07/09/2020,0005837,  Mantova LN Hydesville 95547,1000.0,0.1,211 - Electrical power (utility) line.,0,0,2020
12555, 07/09/2020,0005833,  Mantova LN Hydesville 95547,1000.0,0.1,211 - Electrical power (utility) line.,0,0,2020
31125, 07/10/2020,0015393,  S BREWER RD/PHILLIP RD  PCF100 95668,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
33052, 07/11/2020,0087091,77224  CALLE POTRERO  La Quinta 92253,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
20555, 07/11/2020,0014709,30653  Road 222  NORTH_FORK 93643,0.0,0.8,211 - Electrical power (utility) line.,0,0,2020
45035, 07/12/2020,659,4402  PANORAMA POINT RD Cottonwood 96022,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
12555, 07/12/2020,0005904,9559  Crooked Prairie RD CROOKED_PRAIRIE 95542,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
48055, 07/12/2020,0000302,4350  Green Valley RD Fairfield 94534,0.0,0.01,211 - Electrical power (utility) line.,0,0,2020
22555, 07/15/2020,0015036,3891  BEN HUR RD MORMON_BAR 95338,200000.0,48.0,211 - Electrical power (utility) line.,4,0,2020
15555, 07/15/2020,2029945,  OAK CREEK RD KC 93501,1001.0,9.9,211 - Electrical power (utility) line.,0,0,2020
15555, 07/15/2020,2029995,  Tejon Industrail DR Lebed 93243,2.0,0.77,211 - Electrical power (utility) line.,0,0,2020
7555, 07/15/2020,0004937,  Mc Ewen Avenue  Crockett 94569,0.0,5.0,211 - Electrical power (utility) line.,0,0,2020
34090, 07/17/2020,0112261,200 W Delano ST Elverta 95626,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
4035, 07/17/2020,0008279,"3655  3655  BLK HICKS LN ,NOR_CHICO  NOR_CHICO 95973",0.0,8.0,211 - Electrical power (utility) line.,0,0,2020
52555, 07/17/2020,0007491,16957  STAGECOACH RD RTR 96021,1000.0,0.2,211 - Electrical power (utility) line.,0,0,2020
28555, 07/17/2020,0011196,  HWY 12/KIRKLAND RANCH RD  GREENWOOD_RANCH 94558,10000.0,0.1,211 - Electrical power (utility) line.,0,0,2020
27555, 07/19/2020,0003515,27841  SCHULTE RD CARMEL_VALLEY 93923,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
44095, 07/20/2020,0004479,7201 Coa  Coast Rd HWY Davenport 95017,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
15555, 07/21/2020,2031004,     ,2.0,0.5,211 - Electrical power (utility) line.,0,0,2020
15555, 07/22/2020,2031247,  Hwy 33/Brown Material Rd  Lost Hills 93249,2.0,1.8,211 - Electrical power (utility) line.,0,0,2020
3555, 07/23/2020,0021579,  HY 104 HWY IONE_UNINCORPORATED 95640,0.0,0.04,211 - Electrical power (utility) line.,0,0,2020
15555, 07/25/2020,2031720,13269  178 HWY LAKE ISABELLA 93240,2.0,0.31,211 - Electrical power (utility) line.,0,0,2020
34555, 07/26/2020,0021969,  CARBONDALE RD SACRAMENTO_COUNTY 95683,10000.0,51.0,211 - Electrical power (utility) line.,0,0,2020
23080, 07/27/2020,008695,  RIVINO RANCH RD Ukiah 95482,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
39065, 07/27/2020,26590,11530 W EIGHT MILE RD WOODBR 95209,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
27555, 07/27/2020,0003663,66893  Sargents Road  Bradley 93450,0.0,2.0,211 - Electrical power (utility) line.,0,0,2020
28555, 07/27/2020,0011819,  HWY 12  GREENWOOD_RANCH 94558,0.0,21.0,211 - Electrical power (utility) line.,0,0,2020
10555, 07/28/2020,0011113,33793  BLACK MOUNTAIN RD Tollhouse 93667,0.0,6.0,211 - Electrical power (utility) line.,0,0,2020
10032, 07/28/2020,0011102,14597 N FRIANT RD Friant 93626,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
24035, 07/29/2020,0016310,3085  LARKSPUR AVE MCKEE 95340,200.0,0.1,211 - Electrical power (utility) line.,0,0,2020
29555, 07/29/2020,0017307,21157  BALD RIDGE DR PENN_VALLEY_FPD 95946,0.0,0.4,211 - Electrical power (utility) line.,0,0,2020
33555, 07/30/2020,0096171,744  PECHANGA ZONE 7  Temecula 92592,2000.0,3.0,211 - Electrical power (utility) line.,0,0,2020
27555, 07/30/2020,0003699,62391  Sargeant Canyon RD SAN_ARDO 93451,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
15010, 07/31/2020,2032791,  119 HWY KC 93276,2.0,0.25,211 - Electrical power (utility) line.,0,0,2020
53555, 07/31/2020,0007578,  Ioof Camp (Friendship) RD Lewiston 96052,5000.0,4.0,211 - Electrical power (utility) line.,0,0,2020
39045, 08/01/2020,04014,524 N MILLS AVE LODI 95242,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
27055, 08/01/2020,1380,  1st AVE Marina 93933,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
31125, 08/01/2020,0017609,3915  MOORE RD PCF_PAIGE1 95648,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
41045, 08/02/2020,0004778,2275  South Cabrillo HWY HALF_MOON_BAY 94019,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
9555, 08/02/2020,0023038,2980  GILLESPIE RD COOL 95614,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
37140, 08/03/2020,1187450,  S 47TH ST & OCEAN VIEW BLVD  SAN DIEGO 92113,0.0,0.25,211 - Electrical power (utility) line.,0,0,2020
15555, 08/04/2020,2033499,  Skyline RD McKittrick 93251,2.0,12.0,211 - Electrical power (utility) line.,0,0,2020
3555, 08/05/2020,0023373,19199  ELECTRA POWERHOUSE  JACKSON_UNINCORPORAT 95642,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
42035, 08/07/2020,2016476,9150  US HWY 101  Los Alamos 93440,15000.0,4.0,211 - Electrical power (utility) line.,0,0,2020
42555, 08/07/2020,2016476,9150  US HWY 101  Los Alamos 93440,15000.0,4.0,211 - Electrical power (utility) line.,0,0,2020
19110, 08/08/2020,0235918,17915  ARDMORE AVE Bellflower 90706,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
29555, 08/09/2020,0018380,16570  CURTIS CT NCCFD88 95949,0.0,0.2,211 - Electrical power (utility) line.,0,0,2020
15010, 08/10/2020,2034519,500  RAY ST BAKERSFIELD 93308,2.0,0.01,211 - Electrical power (utility) line.,0,0,2020
33035, 08/11/2020,0101580,26800  BERNARD ST Lake Elsinore 92883,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
33054, 08/11/2020,0101817,29025  KIMBERLY AVE Moreno Valley 92555,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
58555, 08/11/2020,0018588,10755  forbestown  FOOTHILL_VFC 95941,10000.0,1.0,211 - Electrical power (utility) line.,0,0,2020
31125, 08/12/2020,0018760,1962  AITKEN RD PCF_PAIGE1 95648,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
15010, 08/12/2020,2034808,2921  HANGER WY KC 93308,2.0,0.01,211 - Electrical power (utility) line.,0,0,2020
17555, 08/12/2020,0012914,400  SULPHUR BANK DR CLEARLAKE_OAKS 95423,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
56020, 08/15/2020,30177,1125 E AVENIDA DE LOS ARBOLES  Thousand Oaks 91360,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
28555, 08/15/2020,0013172,1299  SILVERADO TRL ST_HELENA 94574,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
52030, 08/15/2020,0008693,  E CANAL RD  SRB 96080,100.0,0.6,211 - Electrical power (utility) line.,0,0,2020
48015, 08/16/2020,0001602,  PADDON RD Vacaville 95688,500.0,0.0,211 - Electrical power (utility) line.,0,0,2020
28555, 08/16/2020,0013262,5495  CHILES POPE VALLEY RD POPE_VALLEY 94574,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
43080, 08/16/2020,2290096,  MONTALVO HEIGHTS DR SARATOGA 95070,0.0,0.5,211 - Electrical power (utility) line.,0,0,2020
41115, 08/16/2020,0005244,  BUNKER HILL DR  THE_HIGHLANDS 94402,0.0,0.2,211 - Electrical power (utility) line.,0,0,2020
58008, 08/18/2020,0019383,3690  HWY 20  LOMA_RICA_FD 95901,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
1555, 08/18/2020,0005822,12112  Mines rd  Altamont 94550,0.0,6.0,211 - Electrical power (utility) line.,0,0,2020
9555, 08/19/2020,0025104,6241  HY 49  Coloma 95651,0.0,0.7,211 - Electrical power (utility) line.,0,0,2020
17020, 08/20/2020,1822,4732  Highland Springs Road  Lakeport 95453,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
17555, 08/20/2020,0013632,  HIGHLAND SPRINGS RD/SKY PARK D  Lakeport 95453,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
1555, 08/21/2020,0005900,12250  N. Flynn RD Altamont 94550,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
24035, 08/21/2020,0018241,  HWY 152 W/COYOTE RD  EL_NIDO 95317,5000.0,7.0,211 - Electrical power (utility) line.,0,0,2020
39065, 08/22/2020,30185,9079 E Copperopolis RD Stockton 95215,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
10032, 08/22/2020,0012712,  JAMES BYPASS  TRANQUILITY 93668,1000.0,1.0,211 - Electrical power (utility) line.,0,0,2020
44095, 08/23/2020,0005463,361  San Andreas rd  WATSONVILLE_UNINC_WE 95076,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
7090, 08/24/2020,0087987,1372  Rockledge LN Walnut Creek WCR,0.0,0.25,211 - Electrical power (utility) line.,0,0,2020
28555, 08/24/2020,0013905,477  KORTUM CANYON RD CALISTOGA_NORTH 94515,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
31125, 08/25/2020,0020048,5970  COUNTRY LN PCF_PAIGE1 95747,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
39130, 08/26/2020,1385,  Interstate 5  LODI 95242,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
39120, 08/30/2020,0006014,-1 S MACARTHUR DR TRACY 95376,0.0,0.1,211 - Electrical power (utility) line.,1,0,2020
4555, 08/30/2020,0010325,60  LOMA VISTA DR KELLY_RDGE 95966,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
10555, 09/01/2020,0013209,34113  FRESNO COALINGA RD Coalinga 93210,1000.0,4.0,211 - Electrical power (utility) line.,0,0,2020
24035, 09/01/2020,0019115,  WILLIAMS AVE  Hilmar 95324,0.0,0.5,211 - Electrical power (utility) line.,0,0,2020
40080, 09/01/2020,0011422,732  POMEROY RD NIP 93444,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
37555, 09/02/2020,0013443,9109  HUNTLEY RD Fallbrook 92028,500.0,1.0,211 - Electrical power (utility) line.,0,0,2020
4555, 09/03/2020,0010524,245  LA MIRADA AVE KELLY_RDGE 95966,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
33040, 09/05/2020,2011531,  DEVONSHIRE  HEMET 92545,0.0,3.0,211 - Electrical power (utility) line.,0,0,2020
43080, 09/05/2020,2490011,15270  BLOSSOM HILL RD LOS GATOS 95032,0.0,0.01,211 - Electrical power (utility) line.,0,0,2020
31555, 09/05/2020,0021054,697  Sacramento ST DUTCH_FLAT_CO32 95714,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
19185, 09/06/2020,827,371 W CARTER AVE Sierra Madre 910249102,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
12555, 09/06/2020,0007589,2.5 mile  UPPER CAPPELL RD Pecwan 95546,18000.0,0.7,211 - Electrical power (utility) line.,0,0,2020
35555, 09/06/2020,0004402,50  BROWN RD AROMAS_SBCO 95045,0.0,2.0,211 - Electrical power (utility) line.,0,0,2020
19110, 09/06/2020,0269309,6017  MONTEMALAGA DR Rancho Palos Verdes 90275,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
44555, 09/06/2020,0005780,2518  SMITH  BONNY_DOON 95060,0.0,0.5,211 - Electrical power (utility) line.,0,0,2020
48015, 09/08/2020,0001771,7290  RADIO STATION RD Dixon 95620,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
45055, 09/08/2020,9511,  44 HWY REDDING 96001,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
57075, 09/08/2020,2005458,1316  Rancho WAY Woodland 95695,1000.0,0.0,211 - Electrical power (utility) line.,0,0,2020
10555, 09/08/2020,0013544,  S DERRICK BLVD/W PALMER AVE  Coalinga 93210,0.0,0.4,211 - Electrical power (utility) line.,0,0,2020
52030, 09/08/2020,0009743,25435  LINCOLN ST LOSM 96055,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
45555, 09/08/2020,0009193,    WESTVALLEY 96022,5000.0,6.0,211 - Electrical power (utility) line.,0,0,2020
53555, 09/08/2020,0009210,662 N Vista LN Hayfork 96041,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
45086, 09/08/2020,0009183,8151  GREEN ACRES LN STA43 96002,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
34090, 09/08/2020,0143942,8190  Venn CT Florin 95828,2000.0,0.05,211 - Electrical power (utility) line.,0,0,2020
55555, 09/10/2020,0010379,7075  BONDS FLAT RD DON_PEDRO 95329,1000.0,5.0,211 - Electrical power (utility) line.,0,0,2020
37075, 09/11/2020,059796,  Live Oak Park Rd / S Ridge Dr  FALLBROOK 92028,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
15010, 09/12/2020,2039939,  Midoil gate 23A  taft 93268,2.0,0.01,211 - Electrical power (utility) line.,0,0,2020
49555, 09/14/2020,0015145,385  SPRING HILL RD Petaluma 94952,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
33080, 09/16/2020,0119065,3996  DRIVING RANGE RD Jurupa Valley 92509,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
37025, 09/17/2020,061198,  EL CAMINO REAL / POINSETTIA LN  CARLSBAD 92011,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
19555, 09/18/2020,0282992, N 27TH ST Lancaster 93535,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
49555, 09/18/2020,0015396,3673  GREEN HILL DR SANTA_ROSA 95404,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
47555, 09/18/2020,0007346,  QUARTZ VALLEY HWY FORT_JONES 96037,0.0,0.2,211 - Electrical power (utility) line.,0,0,2020
37030, 09/21/2020,321035,4340  Bonita RD CHULA VISTA 91902,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
7555, 09/27/2020,0006810,11514  Morgan Territory RD MORGAN_TERRITORY 94551,50.0,0.5,211 - Electrical power (utility) line.,0,0,2020
23555, 09/29/2020,0011663,13980  HWY 128  Boonville 95415,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
19105, 09/30/2020,886,00917 W CYPRESS AV LOS ANGELES 90065,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
40555, 09/30/2020,0012848,5900 BLK  HWY 1  CAY_CO 93430,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
29555, 10/02/2020,0023509,16570  AUBURN RD NCCFD88 95949,0.0,0.5,211 - Electrical power (utility) line.,0,0,2020
28025, 10/05/2020,0016510,1221  DUHIG RD CARNEROS 94559,0.0,0.1,211 - Electrical power (utility) line.,0,0,2020
58555, 10/06/2020,0023884,4249  Hammonton Smartsville RD City of Marysville 95901,1000.0,0.3,211 - Electrical power (utility) line.,0,0,2020
20015, 10/11/2020,0022291,18795  AUBURN  MADERA_ACRES 93638,5000.0,0.1,211 - Electrical power (utility) line.,0,0,2020
39105, 10/12/2020,2095,6464 E Live Oak RD STOCKTON 95212,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
12060, 10/12/2020,1280,  METROPOLITAN  Fortuna 95540,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
29050, 10/16/2020,024691,12075  Robinson RD Nevada City 95959,0.0,0.0,211 - Electrical power (utility) line.,0,0,2020
29555, 10/16/2020,0024691,12075  ROBINSON RD NORTH_SAN_JUAN_FD 95959,100.0,0.1,211 - Electrical power (utility) line.,0,0,2020
45555, 10/19/2020,0010829,  Ponder WAY WESTVALLEY 96022,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
45055, 10/20/2020,11270,3721  ELECTRO WAY REDDING 96002,0.0,1.0,211 - Electrical power (utility) line.,0,0,2020
44070, 10/20/2020,2501636,10  TIMBER RIDGE LN Scotts Valley 95066,0.0,0.4,211 - Electrical power (utility) line.,0,0,2020
