FDID,inc_date,inc_number,address,total_lost,total_acres_burned,equipment_involved_in_ignition,total_injuries,total_deaths,year
15010, 07/29/2013,1324865,  RENFRO RD  ROSEDALE 93312,2.0,0.1,211 - Electrical power (utility) line.,0,0,2013
15555, 07/29/2013,1324851,  Contractors RD Lost Hills 93249,2.0,0.01,211 - Electrical power (utility) line.,0,0,2013
50557, 07/29/2013,6873,13  HWY 108  Oakdale Rural 95361,5000.0,0.25,211 - Electrical power (utility) line.,0,0,2013
19110, 07/30/2013,0183695,13171 W SIERRA  AGUA DULCE 000000000,100.0,0.12,211 - Electrical power (utility) line.,0,0,2013
4555, 08/01/2013,10239,  Powerline Road  Cherokee 95965,0.0,100.0,211 - Electrical power (utility) line.,0,0,2013
19195, 08/01/2013,0345544,  LA FRANCE AV South Pasadena 91030,0.0,0.01,211 - Electrical power (utility) line.,0,0,2013
39085, 08/02/2013,520,  E. French Camp RD French Camp 95231,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
27555, 08/02/2013,3661,00065040  SARGEANT CANYON RD SAN_ARDO 93450,1000.0,0.56,211 - Electrical power (utility) line.,0,0,2013
15555, 08/02/2013,1325359,29235  Hwy 33  KERN COUNTY 93252,2.0,0.1,211 - Electrical power (utility) line.,0,0,2013
19200, 08/03/2013,0007699,1316  BORDER AVE TORRANCE 90501,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
58555, 08/08/2013,18148,00016108  SYCAMORE LN CAMPTONVILLE_FD 95919,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
9012, 08/10/2013,0019499,2852  MALLARD LN Placerville 95667,0.0,0.1,211 - Electrical power (utility) line.,0,0,2013
40555, 08/11/2013,6437,6906 E Pozo RD SLO_CO 93453,0.0,8.6,211 - Electrical power (utility) line.,0,0,2013
12555, 08/13/2013,5051,  Tim Mullen RD KNEELAND 95549,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
40555, 08/13/2013,6492,00001211 N MESA RD SLO_CO 93444,0.0,1.0,211 - Electrical power (utility) line.,0,0,2013
20015, 08/15/2013,13826,00031259  AVE 10  MADERA 93636,800.0,1.0,211 - Electrical power (utility) line.,0,0,2013
15555, 08/16/2013,1326963,  WOFFORD BLVD  WOFFORD HEIGHTS 93285,2.0,0.23,211 - Electrical power (utility) line.,0,0,2013
17555, 08/16/2013,6870,00020178  JERUSALEM GRADE RD Lower Lake 95457,0.0,0.1,211 - Electrical power (utility) line.,0,0,2013
4555, 08/18/2013,11062,00006000  OROVILLE QUINCY HWY KELLY_RDGE 95966,0.0,0.1,211 - Electrical power (utility) line.,0,0,2013
9555, 08/18/2013,20364,00004880  TROTTER LN SHINGLE_SPRINGS 95682,15000.0,0.3,211 - Electrical power (utility) line.,0,0,2013
10030, 08/19/2013,3039450,6315 N Glenn AVE Fresno 93704,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
33075, 08/20/2013,1319521,2750  Rumsey DR Riverside 92506,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
9555, 08/20/2013,20571,00002160  SWANSBORO RD MOSQUITO 95667,0.0,0.17,211 - Electrical power (utility) line.,0,0,2013
54555, 08/20/2013,373,00041113  OAK RIDGE DR THREE_RIVERS 93271,0.0,0.1,211 - Electrical power (utility) line.,0,0,2013
34080, 08/21/2013,47997,3723  64TH ST Sacramento 95820,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
48030, 08/24/2013,0000322,  Van Sickle Rd  Fairfield 94533,0.0,2.0,211 - Electrical power (utility) line.,0,0,2013
19105, 08/25/2013,328,05844 N BECKFORD AV TARZANA 91356,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
45555, 08/25/2013,7705,00027108  DERSCH RD SHINGLETOWN 96088,5000.0,1.0,211 - Electrical power (utility) line.,0,0,2013
40555, 08/27/2013,6865,00001841  ALRITA ST san luis obispo 93401,0.0,0.25,211 - Electrical power (utility) line.,0,0,2013
43080, 08/28/2013,2400066,  MONTALVO HEIGHTS DR SARATOGA 95070,0.0,0.01,211 - Electrical power (utility) line.,0,0,2013
4010, 08/30/2013,0009513,1  HOOKER OAK PARK  CHICO 95926,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
51055, 08/30/2013,0001442,  BUTTE HOUSE RD Sutter 95982,0.0,0.1,211 - Electrical power (utility) line.,0,0,2013
23555, 08/30/2013,7629,  Philo greenwood RD PHILO 95466,0.0,0.1,211 - Electrical power (utility) line.,0,0,2013
49555, 08/30/2013,7335,00012272  Jeri DR GLEN_ELLEN 95442,0.0,1.0,211 - Electrical power (utility) line.,0,0,2013
21555, 08/30/2013,0002002,10210  SHORELINE HW Point Reyes Station 94956,6000.0,3.0,211 - Electrical power (utility) line.,0,0,2013
19195, 08/30/2013,0351810,1801  COURT AV  South Pasadena 91030,0.0,0.01,211 - Electrical power (utility) line.,0,0,2013
9012, 09/01/2013,0021556,    Cool 95614,0.0,0.03,211 - Electrical power (utility) line.,0,0,2013
10032, 09/03/2013,11937,00005657 W NEBRASKA  CARUTHERS 93609,0.0,0.1,211 - Electrical power (utility) line.,0,0,2013
19555, 09/04/2013,0215284, N CROWN VALLEY  ACTON 000000000,90.0,0.93,211 - Electrical power (utility) line.,0,0,2013
12140, 09/06/2013,0005728,3104  Bay School RD Arcata 95521,2000.0,0.01,211 - Electrical power (utility) line.,0,0,2013
53555, 09/07/2013,8189,00000010  WILSON MTN RD DOUGLASCTY 96024,0.0,0.1,211 - Electrical power (utility) line.,0,0,2013
1555, 09/08/2013,5442,  Alpamont Pass Rd  ALTAMONT 94511,2000.0,0.25,211 - Electrical power (utility) line.,0,0,2013
23555, 09/09/2013,7995,Cold Spr  Signal Ridge Rd.  PHILO 95466,0.0,0.1,211 - Electrical power (utility) line.,0,0,2013
34090, 09/11/2013,0118550,7260  Lindale DR Florin 95828,0.0,0.01,211 - Electrical power (utility) line.,0,0,2013
10555, 09/19/2013,12681,00032998 W PALMER  COALINGA 93210,0.0,1.0,211 - Electrical power (utility) line.,0,0,2013
23090, 09/20/2013,0000322,1600  20  WILLITS 95490,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
4555, 09/23/2013,12900,00001500  COX LN PALERMO 95966,0.0,12.0,211 - Electrical power (utility) line.,0,0,2013
30555, 09/24/2013,0085668,31302  ORTEGA  ORTEGA HWY 000000000,0.0,0.25,211 - Electrical power (utility) line.,0,0,2013
40555, 09/24/2013,7708,00001710  TORO CREEK RD SLO_CO 93442,1000.0,94.0,211 - Electrical power (utility) line.,0,0,2013
19105, 09/26/2013,403,07101 S BROADWAY ST LOS ANGELES 90003,500.0,0.0,211 - Electrical power (utility) line.,0,0,2013
31150, 09/26/2013,0001386,7427  BASCOU CT Granite Bay 95746,0.0,0.01,211 - Electrical power (utility) line.,0,0,2013
42030, 09/27/2013,0002465,888  COLD SPRINGS RD MONTECITO 93108,0.0,0.01,211 - Electrical power (utility) line.,0,0,2013
10032, 09/29/2013,13101,00008648 E SHAW  CLOVIS 93619,500.0,1.0,211 - Electrical power (utility) line.,0,0,2013
24555, 10/02/2013,16812,00032389  HWY 152  SANTA_NELLA 95322,0.0,7.0,211 - Electrical power (utility) line.,0,0,2013
15010, 10/02/2013,1332634,    KERN COUNTY 93276,2.0,0.01,211 - Electrical power (utility) line.,0,0,2013
28555, 10/03/2013,8569,00005330  SILVERADO TRL NAPA 94581,0.0,0.25,211 - Electrical power (utility) line.,0,0,2013
33075, 10/04/2013,1323368,2950  Berkeley Rd Riverside 92506,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
6020, 10/04/2013,0000310,6816  Reservation RD Colusa 95932,0.0,1.0,211 - Electrical power (utility) line.,0,0,2013
1555, 10/04/2013,5959,1166  Manning RD NORTH_LIVERMORE 94550,8250.0,150.0,211 - Electrical power (utility) line.,0,0,2013
49110, 10/04/2013,0001428,8873  CYPRESS AVE Cotati 94931,0.0,0.5,211 - Electrical power (utility) line.,0,0,2013
43080, 10/04/2013,2770004,13060 E SUNSET DR LOS ALTOS HILLS 94022,3000.0,0.25,211 - Electrical power (utility) line.,0,0,2013
27025, 10/05/2013,1987,  PRUNEDALE NORTH RD Prunedale 93907,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
10555, 10/05/2013,13366,00037000 S DERRICK  COALINGA 93210,0.0,1.0,211 - Electrical power (utility) line.,0,0,2013
33090, 10/06/2013,101221,00081600  JOHNSON ST OASI 92254,0.0,0.25,211 - Electrical power (utility) line.,0,0,2013
42555, 10/06/2013,0011757,  LAS CANOAS RD / MISSION C RD SANTA BARBARA 93105,0.0,1.0,211 - Electrical power (utility) line.,0,0,2013
44040, 10/08/2013,0020272,10775  West DR Felton 95018,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
23555, 10/08/2013,9050,00029201  SHERWOOD RD FORTB 95437,0.0,0.1,211 - Electrical power (utility) line.,0,0,2013
37555, 10/08/2013,21013,00028383  HWY 78  SANTA_YSABEL 92070,0.0,3.2,211 - Electrical power (utility) line.,0,0,2013
10555, 10/11/2013,13613,00028606  PITTMAN HILL RD CLOVIS 93619,1000.0,0.3,211 - Electrical power (utility) line.,0,0,2013
56555, 10/12/2013,28942,0  WALNUT CANYON Rd Moorpark 93021,0.0,3.0,211 - Electrical power (utility) line.,0,0,2013
37145, 10/12/2013,0006108, W San Marcos BLVD San Marcos 92078,0.0,0.01,211 - Electrical power (utility) line.,0,0,2013
19050, 10/14/2013,0003632,6030  WRIGHT TER CULVER CITY 90232,50000.0,5.0,211 - Electrical power (utility) line.,0,0,2013
1555, 10/14/2013,6194,5280  Bruns  ALTAMONT 94551,400.0,2.5,211 - Electrical power (utility) line.,0,0,2013
10032, 10/15/2013,13785,  Jensen AVE FRESNO 93725,0.0,1.0,211 - Electrical power (utility) line.,0,0,2013
4555, 10/15/2013,13935,00005679  FORBESTOWN RD FRBSTWN 95941,0.0,0.1,211 - Electrical power (utility) line.,0,0,2013
1015, 10/19/2013,0011487,1320  SUMMIT RD  Berkeley 94704,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
19050, 10/21/2013,0003713,9800  JEFFERSON BLVD CULVER CITY 90232,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
34555, 10/25/2013,26020,00014830  HY 16  SACRAMENTO_COUNTY 95683,0.0,0.2,211 - Electrical power (utility) line.,0,0,2013
39025, 10/27/2013,0000765,27517 E Edwards AVE Escalon 95320,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
34080, 10/27/2013,61738,6524 S LAND PARK DR Sacramento 95822,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
42035, 10/27/2013,0012655,1706  Overdel LN SOLVANG 93463,50.0,0.01,211 - Electrical power (utility) line.,0,0,2013
7035, 10/28/2013,0006916,221  LARK LN ALAMO 94507,0.0,0.01,211 - Electrical power (utility) line.,0,0,2013
19555, 10/29/2013,0263496, W ELIZABETH LAKE  PALMDALE 000000000,30.0,0.12,211 - Electrical power (utility) line.,0,0,2013
44555, 10/29/2013,6808,00000400  STELLAR  Boulder Creek 95006,0.0,0.1,211 - Electrical power (utility) line.,0,0,2013
19110, 10/30/2013,0263925,  SOLEDAD CANYON  SANTA CLARITA 000000000,0.0,0.11,211 - Electrical power (utility) line.,0,0,2013
42035, 11/01/2013,0012860,4445  FOXEN CANYON RD SANTA MARIA 93454,0.0,0.01,211 - Electrical power (utility) line.,0,0,2013
19110, 11/02/2013,0266573,13712 E ALONDRA  CERRITOS 000000000,0.0,0.12,211 - Electrical power (utility) line.,0,0,2013
58015, 11/03/2013,0001221,1794  11TH AVE Olivehurst 95961,0.0,0.01,211 - Electrical power (utility) line.,0,0,2013
44045, 11/05/2013,6953,00000002  PAULSEN RD PAJARO_VALLEY 95076,0.0,1.0,211 - Electrical power (utility) line.,0,0,2013
54035, 11/09/2013,2133778,360 W HWY190 HWY Porterville 93257,30000.0,0.0,211 - Electrical power (utility) line.,0,0,2013
45055, 11/11/2013,10315,  CHURN CREEK RD Redding 9600,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
49090, 11/15/2013,0013212,1795  Warm Springs RD Kenwood 95452,0.0,0.01,211 - Electrical power (utility) line.,0,0,2013
43555, 11/18/2013,6913,  Single Valley RD S_SAN_JOSE 95138,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
41095, 11/18/2013,1305175,165  MITCHELL AVE SOUTH SAN FRANCISCO 94080,0.0,0.01,211 - Electrical power (utility) line.,0,0,2013
23555, 11/21/2013,10500,21874  Petaluma AVE FORTB 94537,5000.0,0.12,211 - Electrical power (utility) line.,0,0,2013
17055, 11/22/2013,1122015,10607  East Rd  Upper Lake 95485,0.0,2.0,211 - Electrical power (utility) line.,0,0,2013
17055, 11/22/2013,1122175,1635  Clover Valley Rd  Upper Lake 95485,0.0,2.0,211 - Electrical power (utility) line.,0,0,2013
49200, 11/22/2013,0004057,  ARNOLD DR SONOMA 95476,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
48555, 11/22/2013,10208,00007715  ENGLISH HILLS RD VACAVILLE 95687,4000.0,12.0,211 - Electrical power (utility) line.,0,0,2013
28555, 11/22/2013,10233,00000073  GRANDVIEW RD GORDON_VALLEY 94558,4000.0,11.0,211 - Electrical power (utility) line.,0,0,2013
49555, 11/22/2013,10242,  FIRE RD Middletown 95461,0.0,0.25,211 - Electrical power (utility) line.,0,0,2013
42035, 11/27/2013,0013959, E CLARK AV / DOMINION RD SANTA MARIA 93454,1000.0,7.0,211 - Electrical power (utility) line.,0,0,2013
24035, 11/29/2013,20244,00002998  YOUD RD WINTON 95388,20100.0,1.0,211 - Electrical power (utility) line.,0,0,2013
19105, 12/01/2013,427,01530 W 1ST ST SAN FERNANDO 91343,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
34080, 12/05/2013,69476,3400  27TH AVE Sacramento 95820,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
34015, 12/10/2013,145,  Hood Franklin RD HOOD 95639,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
42555, 12/10/2013,0014482,3602  Harris Grade RD LOMPOC 93436,0.0,1.0,211 - Electrical power (utility) line.,0,0,2013
19105, 12/15/2013,900,03032 S OAKHURST AV LOS ANGELES 90034,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
39050, 12/26/2013,0005554,507  LOCUST AVE Manteca 95337,0.0,0.0,211 - Electrical power (utility) line.,0,0,2013
12555, 01/04/2014,79,  Kneeland RD BRIDGEVILLE 95526,0.0,17.0,211 - Electrical power (utility) line.,0,0,2014
40555, 01/11/2014,346,00002304  OCONNOR WAY SLO_CO 93405,0.0,0.05,211 - Electrical power (utility) line.,0,0,2014
40555, 01/12/2014,389,00002300  TWITCHELL DAM RD SLO_CO 93444,0.0,22.0,211 - Electrical power (utility) line.,0,0,2014
5020, 01/14/2014,22,3562  Arrowhead ST Copperopolis 95228,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
19105, 01/15/2014,257,11527 W CHANDLER BL NORTH HOLLYWOOD 91601,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
41555, 01/15/2014,276,2500  Seaside-School Rd RD SAN_GREGORIO 94074,100.0,4.1,211 - Electrical power (utility) line.,0,0,2014
24035, 01/15/2014,911,00013000  HWY 165  LOS_BANOS 93635,0.0,1.0,211 - Electrical power (utility) line.,0,0,2014
31044, 01/18/2014,0000085,171  Observation DR Tahoe City 96145,0.0,0.01,211 - Electrical power (utility) line.,0,0,2014
51035, 01/22/2014,27,2789  Pleasant Grove RD East Nicolaus 95622,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
4555, 01/23/2014,1204,00015263  FOREST RANCH WAY FRST_RNCH 95942,0.0,0.25,211 - Electrical power (utility) line.,0,0,2014
36170, 01/23/2014,1400992,716 S BON VIEW AVE ONTARIO 91761,0.0,0.1,211 - Electrical power (utility) line.,0,0,2014
12555, 01/24/2014,522,7221  Fickle Hill RD Arcata 95521,500.0,0.1,211 - Electrical power (utility) line.,0,0,2014
5060, 01/25/2014,28,1588  Simpson  Rail Road Flat 95248,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
19555, 01/25/2014,0022728, N 300TH  GORMAN 000000000,396.0,7.0,211 - Electrical power (utility) line.,0,0,2014
20015, 02/02/2014,2020,00028300  AVE 13  MADERA 93638,0.0,0.1,211 - Electrical power (utility) line.,0,0,2014
33090, 02/16/2014,17636,00023998  ROLLING MEADOWS DR PERR 92503,0.0,1.0,211 - Electrical power (utility) line.,0,0,2014
15555, 02/21/2014,1405847,  65 HWY  KERN COUNTY 93215,2.0,2.0,211 - Electrical power (utility) line.,0,0,2014
21555, 02/26/2014,0000376,  MT VISION RD Inverness 94937,0.0,0.01,211 - Electrical power (utility) line.,0,0,2014
19555, 03/07/2014,0059150,23121  COLTRANE  NEW HALL 000000000,28.0,0.3,211 - Electrical power (utility) line.,0,0,2014
33555, 03/08/2014,25139,00000000  HY 71  COR 92880,0.0,0.01,211 - Electrical power (utility) line.,0,0,2014
4035, 03/11/2014,3558,00000858  TEHAMA AVE THERMALITO 95965,0.0,0.1,211 - Electrical power (utility) line.,0,0,2014
47555, 03/16/2014,1825,9241  Old English RD Fort Jones 96032,0.0,0.25,211 - Electrical power (utility) line.,0,0,2014
28555, 03/17/2014,1966,4001  SPRING MOUNTAIN RD ST_HELENA 94574,0.0,0.1,211 - Electrical power (utility) line.,0,0,2014
21095, 03/19/2014,53,  Pan Toll Rd at Panoramic Hwy  Stinson Beach 94970,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
33090, 03/23/2014,30470,10493  Whitecrown  GLIV 92883,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
12555, 03/25/2014,1748,3198  EEl River  LOLETA 95551,0.0,0.1,211 - Electrical power (utility) line.,0,0,2014
15555, 04/08/2014,1410837,  MERCED AV  KERN COUNTY 93308,2.0,0.01,211 - Electrical power (utility) line.,0,0,2014
19555, 04/19/2014,0097492,1  ISTHMUS  CATALINA ISLE 000000000,10.0,0.12,211 - Electrical power (utility) line.,0,0,2014
44070, 04/19/2014,0008139,  LOCKHART GULCH RD Scotts Valley 95066,0.0,0.15,211 - Electrical power (utility) line.,0,0,2014
10030, 04/22/2014,4019496,1651 N 7th ST Fresno 93703,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
19075, 04/29/2014,1406032,1315  HOWARD ST GLENDALE 91207,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
36170, 04/29/2014,1405094,1511 W MISSION BLVD ONTARIO 91762,25000.0,0.0,211 - Electrical power (utility) line.,0,0,2014
33120, 04/29/2014,44483,00023045  BAXTER RD WILD 92595,0.0,0.1,211 - Electrical power (utility) line.,0,0,2014
19105, 04/30/2014,674,06127 N LAURELGROVE AV NORTH HOLLYWOOD 91606,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
33555, 04/30/2014,44834,35100  Stetson  WINC 92545,10000.0,1.0,211 - Electrical power (utility) line.,0,0,2014
19110, 04/30/2014,0107062,  LITTLE TUJUNGA CYN  ANGELES FOREST 000000000,1.0,0.12,211 - Electrical power (utility) line.,0,0,2014
26015, 05/03/2014,0000044,    Coleville 96107,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
19005, 05/05/2014,0002039,1145 S STONEMAN AVE ALHAMBRA 91801,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
1555, 05/06/2014,2610,12046  Altamont Pass RD Mountain House 94551,150.0,0.75,211 - Electrical power (utility) line.,0,0,2014
40555, 05/06/2014,3962,00006464  ANA BAY RD SLO_CO 93405,0.0,5.0,211 - Electrical power (utility) line.,0,0,2014
19030, 05/09/2014,0028545,813  WALNUT AVE Burbank 91504,0.0,1.0,211 - Electrical power (utility) line.,0,0,2014
24035, 05/10/2014,7860,00004228  COOK ST LEGRAND 95333,1000.0,0.0,211 - Electrical power (utility) line.,0,0,2014
49555, 05/10/2014,3432,2374  RIVER VIEW DR HEALDSBURG 95448,0.0,0.05,211 - Electrical power (utility) line.,0,0,2014
33080, 05/12/2014,49424,00005900  CANAL ST JRPV 92509,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
43105, 05/12/2014,0002961,180  ELM CT SUNNYVALE 94086,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
42015, 05/13/2014,0001349, E Fir AVE LOMPOC 93436,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
33075, 05/13/2014,1411201,7231  Marguerita AVE Riverside 92504,0.0,0.01,211 - Electrical power (utility) line.,0,0,2014
49555, 05/13/2014,3554,3640  ROBLAR RD BLOOMFIELD 94952,0.0,0.25,211 - Electrical power (utility) line.,0,0,2014
1555, 05/14/2014,2799,14740  Altamont Pass RD Mountain House 94551,5000.0,13.16,211 - Electrical power (utility) line.,0,0,2014
15555, 05/16/2014,1415263,  Skyline RD Kern County 93251,100001.0,0.9,211 - Electrical power (utility) line.,0,0,2014
19095, 05/17/2014,0001120,1441  PALOMARES AV LA VERNE 91750,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
19105, 05/17/2014,1092,  1140 W 47TH ST X S BUDLONG AV  LOS ANGELES 90062,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
15555, 05/17/2014,1415439,20238  WOODY RD KERN COUNTY 93308,2.0,0.13,211 - Electrical power (utility) line.,0,0,2014
55555, 05/18/2014,4358,00019434  GRIZZLY RD TUOLUMNE_COUNTY 95321,250.0,3.0,211 - Electrical power (utility) line.,0,0,2014
33090, 05/20/2014,52867,00021275  ELLIS AVE GOOD 92570,0.0,1.0,211 - Electrical power (utility) line.,0,0,2014
56555, 05/21/2014,14625,1306  MARICOPA Hwy Ojai 93023,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
19105, 05/22/2014,423,  4500 S BEETHOVEN ST X W GREENE  LOS ANGELES 90094,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
23555, 05/25/2014,4731,00036050  HWY 128  Cloverdale 95425,0.0,0.11,211 - Electrical power (utility) line.,0,0,2014
31150, 05/25/2014,0000782,9611  JORNEY CT Granite Bay 95746,0.0,0.01,211 - Electrical power (utility) line.,0,0,2014
1555, 05/28/2014,3146,  Christensen RD ALTAMONT 95391,0.0,3.0,211 - Electrical power (utility) line.,0,0,2014
6045, 05/29/2014,0000233,1310  Husted - City RD Williams 95987,0.0,2.0,211 - Electrical power (utility) line.,0,0,2014
31555, 05/29/2014,11780,00003300  AUBURN FOLSOM RD SOUTH_PLACER_FD1 95602,5000.0,0.1,211 - Electrical power (utility) line.,0,0,2014
23555, 05/30/2014,4898,00041565  41565 MOUNTAIN VIEW RD ARENA 95468,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
33555, 05/31/2014,56883,00023435  BEECH ST NUEV 92567,0.0,3.89,211 - Electrical power (utility) line.,0,0,2014
52030, 06/01/2014,4464,00000360  WILLIAMS  Red Bluff 96080,850.0,1.0,211 - Electrical power (utility) line.,0,0,2014
55555, 06/02/2014,4908,00005100  OBYRNES FERRY RD PEORIA 95327,1200.0,6.0,211 - Electrical power (utility) line.,0,0,2014
55555, 06/02/2014,4909,00015300  NEW PEORIA FLAT RD PEORIA 95327,200.0,1.0,211 - Electrical power (utility) line.,0,0,2014
45555, 06/04/2014,4874,00017907  OASIS RD BUCKEYE 96003,0.0,0.1,211 - Electrical power (utility) line.,0,0,2014
31080, 06/05/2014,0000512,    Rocklin 95677,0.0,0.25,211 - Electrical power (utility) line.,0,0,2014
31080, 06/05/2014,0001854,4354  LAKEBREEZE DR Rocklin 95677,0.0,0.01,211 - Electrical power (utility) line.,0,0,2014
33054, 06/07/2014,59665,00011870  STEEPLECHASE DR MOVA 92553,0.0,0.1,211 - Electrical power (utility) line.,0,0,2014
51035, 06/08/2014,197,2251  Pacific AVE East Nicolaus 95622,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
34080, 06/09/2014,34139,974  WOODSHIRE WAY Sacramento 95822,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
34090, 06/11/2014,0077938,  Halbrite WY Florin 95828,0.0,0.01,211 - Electrical power (utility) line.,0,0,2014
21555, 06/12/2014,0001232,8889  SIR FRANCIS DRAKE BLVD Forest Knolls 94933,1000.0,40.0,211 - Electrical power (utility) line.,0,0,2014
33090, 06/13/2014,62035,00008530  AVENIDA MIRAVILLA  CHER 92223,500.0,0.0,211 - Electrical power (utility) line.,0,0,2014
34050, 06/13/2014,0380178,  Alta Mesa RDS Herald 95638,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
15010, 06/15/2014,1419034,    Taft 93268,2.0,0.5,211 - Electrical power (utility) line.,0,0,2014
42555, 06/17/2014,0007155,2295  PURISIMA RD LOMPOC 93436,0.0,0.1,211 - Electrical power (utility) line.,0,0,2014
42035, 06/17/2014,0007155,2295  PURISIMA RD LOMPOC 93436,0.0,0.1,211 - Electrical power (utility) line.,0,0,2014
39050, 06/18/2014,0002700,857 N MAIN ST Manteca 95336,0.0,1.0,211 - Electrical power (utility) line.,0,0,2014
39050, 06/18/2014,0002700,750  Poplar AVE Manteca 95336,750.0,0.0,211 - Electrical power (utility) line.,0,0,2014
39050, 06/18/2014,0002700,720  Poplar AVE Manteca 95336,3000.0,0.0,211 - Electrical power (utility) line.,0,0,2014
19105, 06/18/2014,148,14747 N SAN FERNANDO RD GRANADA HILLS 91344,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
39050, 06/18/2014,0002700,810  POPLAR AVE Manteca 95336,500.0,0.0,211 - Electrical power (utility) line.,0,0,2014
39050, 06/18/2014,0002700,710  POPLAR AVE Manteca 95336,1500.0,0.0,211 - Electrical power (utility) line.,0,0,2014
19555, 06/18/2014,0152798,25067  LEWIS AND CLARK  HIDDEN HILLS 000000000,185.0,2.0,211 - Electrical power (utility) line.,0,0,2014
51020, 06/19/2014,212,3202  Sankey RD Pleasant Grove 95668,0.0,7.0,211 - Electrical power (utility) line.,0,0,2014
30065, 06/20/2014,0053398,2329 N BUSH  SANTA ANA 92706,0.0,1.0,211 - Electrical power (utility) line.,0,0,2014
42555, 06/20/2014,0007258,3840  ORCUTT GAREY RD SANTA MARIA 93454,0.0,1.0,211 - Electrical power (utility) line.,0,0,2014
42035, 06/20/2014,0007258,3840  ORCUTT GAREY RD SANTA MARIA 93454,0.0,1.0,211 - Electrical power (utility) line.,0,0,2014
49060, 06/21/2014,0000139,3028  Warm Springs Rd  Glen Ellen 95442,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
49060, 06/21/2014,0000140,3028  Warm Springs Rd  Glen Ellen 95442,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
33115, 06/21/2014,64736,00044501  RAINBOW CANYON RD TEM 92592,0.0,0.25,211 - Electrical power (utility) line.,0,0,2014
16015, 06/22/2014,0002161,201  HYDRIL RD AVENAL 93204,0.0,0.03,211 - Electrical power (utility) line.,0,0,2014
19105, 06/23/2014,916,  1400 W 253RD ST X S BELLE PORT  LOS ANGELES 90717,0.0,0.0,211 - Electrical power (utility) line.,0,0,2014
54555, 06/23/2014,251,00001808  OLD STAGE RD POSEY 93260,1000.0,19.5,211 - Electrical power (utility) line.,0,0,2014
42035, 06/25/2014,0007451,  FOXEN CANYON RD / TEPUSQU RD SANTA MARIA 93454,0.0,0.25,211 - Electrical power (utility) line.,0,0,2014
42555, 06/25/2014,0007451,  FOXEN CANYON RD / TEPUSQU RD SANTA MARIA 93454,0.0,0.25,211 - Electrical power (utility) line.,0,0,2014
49555, 06/29/2014,5268,00004600 N SCANLON RD CAZADERO 95421,0.0,0.5,211 - Electrical power (utility) line.,0,0,2014
1555, 06/29/2014,3851,  8653 Calaveras RD SUNOL 94586,0.0,0.65,211 - Electrical power (utility) line.,0,0,2014
